tweet_id,cleaned_text,airline_sentiment
569770363623575552,love team run gate las tonight wait delay flight keep thing entertain,positive
569748316776325120,use another browser amp brand reputation build tech response crossbrowser compatible website,negative
569741221783957504,flight flight booking problem site totally folk problem,negative
569737603617943552,like customer service min delay connect passenger seem long,negative
569714127792254976,thank outstanding nycjfk crew move mountain get home san francisco tonight,positive
569675144353828864,absolute good team customer service ever every time fly delighted thank,positive
569674358135914496,provide complimentary upgrade first class available seat,neutral
569666477265018881,need change flight schedule hour min wait time phone call intern help,negative
569652497947734017,completely awesome experience last month bosla nonstop thank awesome flight depart time,positive
569649116487290880,watch jfkgtsfo flight,neutral
569643262459269120,flight cancel flightle,neutral
569642845516275712,fail customer check process link tsa precheck,negative
569634318349246464,terrible airline give hotel hotline number say sorry,negative
569633630978310145,flight number sfo cabo san lucas arrive yet,neutral
569633279546036224,assistance yesterday cancel flightle flight give hotel hotline shame,negative
569630092273410048,another delay flight,negative
569627480425766912,need register service dog first class ticket sfo dull phone queue hour long pls advise,negative
569625739231948800,rock make watch flight,positive
569625609799774208,drop track,neutral
569620102389350401,always xoxo,positive
569619569372823552,book seat flight buy even check create much anxiety,negative
569618527948115968,think pay extra buck luggage might afford hire extra hand,negative
569616490380439552,good customer service rep world take cake,positive
569615109363929088,find flt lax soon midnight monday would great customer service,neutral
569614365755899905,please provide status flight imagine time web indicate dude weather andor dallas,negative
569614024578600960,amazing staff amp super helpful run spoil comfort,positive
569609971383586817,pay premium fly across country cancel flight flight offer check fee upgrade love sad face,negative
569608328998887424,question possible book seat infant give option want seat,negative
569599867716132864,always together welcome welcome,positive
569596445680115712,home     back,positive
569596097540132864,understand need give answer damage luggage policy,negative
569594386066984960,mean policy destroy luggage,negative
569586660909973504,special assistance travel alone kid infant priority boarding,neutral
569580805036453888,thank check ticket purchase customer happy,positive
569575679722786816,website ever come back online,neutral
569575003248676864,    flight love field sfo definitely cancel flightle monday february,neutral
569574973662232576,flight lga dfw time,neutral
569574961158815745,driver license expire little month fly friday morning use expire license,neutral
569572942381649920,problem flight booking problem web site keep give error contact phone phone minute wait,negative
569572740723712001,reschedule cancel flightle flight online change button grey,negative
569566981835218944,ring wait minute book ticket vendor fix site,negative
569564853460807680,get flight tell todaychecke email tomorrow unacceptable,negative
569564610837086209,flight lga cancel flight stick dallas call reschedule tell could get flight today,negative
569562202405019650,pairing include red wine white offer,negative
569541127340040192,website,negative
569540405676654592,site seem little wonke right may want look try two browser css,negative
569494748341407744,disappointed agent designate silver status check line close assist pasenger,negative
569482263345307648,plan include austin dallas route topnews arab,neutral
569477692166316033,normal receive reply central baggage,negative
569461469042966528,logan airport wait checkin flight checkin desk open,negative
569459618881019905,jump dallasaustin market,neutral
569452063920226304,beat ep view take luv investor business daily,neutral
569447071910105089,lister show monday,neutral
569429411646156800,begin dallasaustin april ketr,neutral
569369239183872000,congrat get business ewr sfolax fuck sfoewr clincher,negative
569368160291463168,apply week ago hear back fly week,negative
569356387785900032,love know policy damage luggage,neutral
569354267854704641,thank follow,positive
569351220097216512,many apology bad airline even respond cudtomer,negative
569348775631675392,shame make people spend money strand city airline land jfk reimburse,negative
569324558999691264,,neutral
569323106210152448,please flight sjc choice fly southwest vegas,neutral
569323082701275138,bad say take day via confirmation email inquire week claim week,negative
569318651502989312,flight bos las tomorrow cancel flightle notification wait time hour rebook another airline,negative
569318130356502528,meet match get status another airline upgrade restr,positive
569316358845911040,way fly,positive
569311498301870080,guy flight cmh,neutral
569311060903268352,lot apology throw customer seevery sad thank nothing bad airline ever,negative
569310635986546688,flight stuff wrong nothing ever,negative
569305113589714944,issue find miss item plane help find airport plane head next,neutral
569304436612444160,match status cool,positive
569304208534597632,meet matchgot status another airline upgrade     ,neutral
569304030847090688,try book flight guy website let lose business,negative
569303931916038144,suck,negative
569298165855338497,thank,positive
569290361870426112,dmd issue persist,negative
569282249717194754,never recd cancel flightlation notice leave option fly drive red eye mon kid,negative
569277854950817792,try book flight amp site,negative
569277352129138688,flight fly boston tomorrow need home cancel flightle flight anything,negative
569263837448269826,stink flight cancel flight psp jfk notification ability rebook     well,negative
569262527281913857,love guy song dance high school dance revue,positive
569262225900359680,website try check,negative
569261347688607744,do thank quick response apparently fast sit hold,positive
569261128532041728,nervous flight lax getting cancel flightle tomorrow send help,neutral
569260526976544768,cool picture another virginamerica plane wing site,positive
569253311813185537,keep great work,positive
569253236093267969,goodness people field amazing pressure texas crisis please fly,positive
569250469178175488,thank great flight boston pilot great job landing snow back,positive
569248437050302464,please get new york area monday afternoon,neutral
569248400836726786,thank much awesome support guy rock,positive
569247769166266368,seat row recline mention website,negative
569247394002563072,flight delay hour due mechanical problem handle like pro could toss free drink,negative
569244860286263297,cancel flight flight today precipitation scared,negative
569240250192670720,twitter team guy kill reschedule asap thank,positive
569238877178716161,guy charge reschedule flight cancel flight refuse refund deal,negative
569237252154372097,access website safari iphone seem work mac ipad need iphone add passbook,negative
569236471690829825,ipad iphone click checkin link email receive hrs flight,neutral
569236251129163777,mobile site break shows headerelevateusernumofpointsavailable     number point let checkin,negative
569230983075115010,really look forward flight let know reschedule,negative
569229785500680192,cancel flight flight one sec delay airport next cancel flightledgonna email call reschedule,negative
569226875349835776,problem link email checkin thank,negative
569224234150404096,change another airline get today able land cost ugh,negative
569223788639821824,look forward first flight today cancel flightle along subsequent one,negative
569222494952886272,put great deal pdx las las pdx show love,positive
569221440794271745,wish afford fly next friday go back home love everything airline,positive
569221156504530944,go deal dallas deal dallas,negative
569220232293720066,bug report guy,neutral
569218762907324416,hold time call center bit much,negative
569212570478911489,like,positive
569211675108179968,site,negative
569209566715469824,good flight attendant ever,positive
569208480793567233,awesome watch nominate film foot,positive
569205125278859265,thank much,positive
569204272795004928,try reset password email never arrive help,negative
569202691185909760,airline base silicon valley     ,positive
569201943131738113,nicely do,positive
569200619430420480,look forward watch oscar flight home tomorrow might even get something bubbly drink,positive
569200606595952640,reason delay departure jfk afternoon,negative
569198782421663745,todays flight palm spring jfk cancel flightle,negative
569198104806699008,hahaha guy amazing love guy,positive
569197967959154688,sound like fun,positive
569197611393163264,update flight jfk lax,neutral
569197515993534464,spruce moose,neutral
569192778468626432,css site right please fix site unusable,negative
569182336715243520,flight vegas boston today check online bag count register fix somehow,negative
569180623165915137,classiq luv virgin america greetingz,positive
569179517522046977,try checkin website work try different browser problem continue,negative
569176777056079874,thank great customer service today amp help get travel sort,positive
569165709516759042,thank guy sweet route rockie,positive
569110766235877376,love music blast gate wait flight could get iced coffee,positive
569083230361673728,passenger flt assault fly trust ban crew file report,negative
569028851860254720,current bug website show select departure city select destination city,negative
569022319437357056,luggage severely dentedmisse wheel come baggage claim san luggage agent miranda think help,negative
569020707113476096,thank easy itinerary shift impend weather quick painless amp free,positive
569018352464588800,love see girl inspire become pilot free woaw event march abq,neutral
569011849976348672,thank good time back entire flight,positive
568989005162766337,beat expectation share take santa cruz sentinel,neutral
568977439398821888,plan start fly direct dal las,neutral
568977175149293570,big lovegratitudempower werin vipswagbag,neutral
568972394297077760,great job add little luxuriesaesthetic improve air travel experience thank keep,positive
568945958970531840,request window seat confirm window get stick middle seat good way treat silver member,negative
568945265899483136,grand budapest hotel,neutral
568943244027006976,miss next trip,neutral
568942331921092608,pay direct flight purpose stop fuel exhaust frequent flier nothing inconvenience,negative
568940002849255425,something wrong website safari iphone,negative
568929979981033472,thank gate check baggage full flight dfwlax give early boarding,positive
568929026644975616,already check page expire,negative
568928741298012160,boo refund seat upgrade fee want buy first place,negative
568928605226426370,share rise financial result usa today,neutral
568926018049691648,add pillow instead lieflat seat first class arm race,neutral
568923762764095488,see,positive
568920614716600320,way take advantage,neutral
568920221882257408,know fly virgin fight,neutral
568911350656675841,inflight team make experience,positive
568910590921609216,cut salt pepper shaker ever think guy get well,positive
568901823215448064,move seat notice well seat cabin select behind row select,negative
568898405189038080,share result,neutral
568897315458691072,fav airline,positive
568890074164809728,hot female pilot sweet dca sfo,positive
568890062286385153,guy go start fly paris welcome,neutral
568884848632279041,policy fly surgery still wait answer tell doctor,neutral
568882014415249408,already contact central baggage amp send charge dress lost suitcase,negative
568874645564362752,thank,positive
568868127364096000,anything go website get lot error past minute,negative
568867068331864064,think leave something plane yesterday callah,neutral
568865011717705730,need follow back order,neutral
568864815654899712,need start fly    ,neutral
568855933360607232,tell check airline regulation first contact,neutral
568853685855334400,check flight sfo lax amp tell atlantic fly club gold get benefit,negative
568850967673896960,husband order three drink via screen never come awesome,negative
568850943359496192,soooo guy go leave seatbelt light flight barely call turbulence,negative
568847512372514816,policy fly surgery,neutral
568845553104068609,post second consecutive fullyear net profit,neutral
568840724700995584,funny story website break miss javascript stylesheet checkin process dislike,negative
568840560347373569,would love virgin like,positive
568838020041809920,result handily exceed forecast,neutral
568837602071203840,apply position wonder guy receive application,neutral
568833739192557569,achieve second year profitability despite revenue pressure    ,neutral
568830466830151680,give positive outlook see increase competition,neutral
568830133626253312,try check flight tmm desktop website work sort cache bug sos,negative
568828648687591424,weather delay next week    ,neutral
568828112626012160,check website airport,neutral
568824637267685377,guy know checkin link email break,negative
568823689422053376,pilot say expect choppy landing nyc due gusty wind temperature degree amp wthe windchill,neutral
568815689684815873,love wait monday return flight mostly watch inflight safety video,positive
568812046747201537,lose luggage day ago flight lax iad amp call every day responseplease give back stuff,negative
568811384437411840,flight booking problem section website seem break chrome might wanna look,negative
568805696780824576,want see new route plan year newark love fly guy hope,positive
568803996774879232,mean probably inappropriate board,positive
568802396907835393,happy spend day together let,positive
568800805475782656,save sanity right,neutral
568795484283736064,miss flight standby work,neutral
568795139512127488,understanding help thx,positive
568792520337039360,bring way across country today see,neutral
568791035297468416,thank absolutely,positive
568790164404899840,look like break link asset,negative
568781819233091584,ready let say together noooo turbulence today,neutral
568775898234798081,manage itinerary section website seem break,negative
568769672922812418,check site look like every time load,negative
568735060104511488,help need urgent treatment iny old battle cancer could help flight,neutral
568689188377403392,may start service hawaii year,neutral
568663147189415936,carrier less half price round trip fare stunned,negative
568662343170674688,wtf happen pdx late flight march one way sfo,negative
568646087361355776,add dtw sell,neutral
568643040073506816,free drink flight back free promo,positive
568633361595412481,thank,positive
568632394929958912,momma make,neutral
568630879246901248,please contact portfolio leave flight jfk sfo tonite seat need return call,neutral
568629385105793024,help flight jkf tonight seat leave portfolio need back,neutral
568626625857728513,seattle bind wifey get duffle vday keeper holla,neutral
568608718994026496,luggage go file paperwork promise callemail still resolution response central luggage,negative
568607562251108352,debbie baldwin give performance safety demo evening,neutral
568605449659895808,thank,positive
568604690767872000,thank take care flight,positive
568602941940043776,thank lovely soft view,positive
568595620002279424,request mileage challenge status several week ago online hear back get help,negative
568585196699664384,try book ticket nyc face super fun broken styling worry ill keep try,negative
568579880046227457,"many thank follow 
    
 look help 

 ",neutral
568577243200376833,nice lofty view,neutral
568576829000425472,apply status match feb get confirmation email day still news though guy drop ball late flightly,negative
568572344056180737,new airline,neutral
568571772251082752,"    
 help need help  
 ",neutral
568553610981740544,adore look forward flight austin two week,positive
568543525505089536,glad mention take first virgin flight year back transformative experience,positive
568541317816561664,flight booking problem flight uphold status match taxis ticket count earn status point,neutral
568536882012749824,try checkinbut look like site,negative
568532221180534784,spend birthday night daldca get home,negative
568526847320784896,send couple message email provide avail try next year cheer,negative
568525368572817408,first time fly virgin go thank smooth ride easily new fav airline,positive
568522203198697474,seriously though direct flight sfofll may,negative
568519971971538945,fine already do purchase try way back,negative
568518985056002049,really experience hope force check small carry nothing empty cabin space board,negative
568517565548339200,wjere luggage slow lax,negative
568517447847780353,jump market,neutral
568511755040657409,speak representative offer solution loyal customer fly well,negative
568511474580066304,deeply disappointed birthday promo apply trip book mere day receive email,negative
568496820604821505,happen direct flight sfofll look may see connect,negative
568495808053702656,help leave blazer kooples jacket bag row second seat right gate lax flight sfo,neutral
568492682152189952,partner checkout mobile payment method help boost mobile conversion rate,neutral
568491256508231680,promote product problem southwest recommend noneother good,positive
568490223417602050,love guy pls get direct route las aus,positive
568483591623208961,would like help flight please,neutral
568483491819753472,bruh turn,neutral
568481985221537792,course work obsess entire virgin family,positive
568478510538493952,first time fly tonight,positive
568476562376531969,dig swanky pink mood light flight nyc sfo need cabaret singer think,neutral
568472719102234624,do need receipt asap could please help,neutral
568469942711885825,embossed badge patch superior one currently use,negative
568463892453724160,jfk dirty plane standard,negative
568463244035289088,flight head jfk dirtiest plane ever sad great airline,negative
568460512553353216,get square away someone pick soon tweet tweet soon,positive
568458513636134913,avis rental continue button work website book car try time phone suck,negative
568457140894969856,delay,negative
568456334581981184,currently minute hold cust service need anything add lap child reservation,negative
568452676452806656,add pillow instead lieflat seat first class arm race,neutral
568452186977361921,course fun celebrate thank happy chinese new year,positive
568451468560187393,flight booking problem last second flight next week sfo san chance want gift promo code since love guy,positive
568447216156692480,comenity bank joke please change nothing constant problem bank,negative
568440278853525504,also add,neutral
568437415603507200,grandma ellas would bday greeting flight crew stewardess eastern airline,positive
568434482270707712,buy tix atx dallas route thank add love airline amp website good transactional site ever,positive
568432117539065856,anytime sugafly,neutral
568429677779365888,give credit late flight flight yesterday great service wow moment unexpected gesture,positive
568428224813916160,need receipt flight change send one,neutral
568423029371334656,submit status match request back still hear fly monday look accelerate,negative
568406048777900032,safety video       love first cross country flight,positive
568392783922372608,look fat look yummy,positive
568391084210036736,ceo say amp stray low cost model,neutral
568382154071089154,brilliant brisk boston cue,neutral
568364437599436800,atlantic plough lone furrow,neutral
568349321634013184,atlantic plough lone furrow,neutral
568307768551026688,atlantic plough lone furrow,neutral
568303606710956032,omg omg nonstop dallas austin virgin,positive
568279994876571649,plane really pretty think know,positive
568265552583479296,fly hawaii,neutral
568259485413715969,pull hair try book flight site work iphone ipaddont computer,negative
568245360998658048,thank,positive
568240364315783168,get help support ticket day incident thank,negative
568239036533497856,good home,positive
568218962833461248,even open laptop seat pay premium let,negative
568216286561374208,seat even open laptop pay extra seat,negative
568209028188233728,guy start flight end month guess still road tripping feb,neutral
568204964742496256,thank need way make austin trip dca come,positive
568203174198284288,announce new route austin wfare way,neutral
568199730989174784,really sprint think guy kewl,neutral
568195292803129345,cool never plane,positive
568193116437483520,dollar laxla fare,neutral
568189531033174016,great well deserved,positive
568174745293709313,fyi infocom email address say contact password reset email exist email bounce,negative
568165573869199361,status match week go newsflt next week hope flt count towards requirement cust svc help,negative
568157680696729600,website suck donkey dick think know good,negative
568150150289461249,still develop app favorite airline,neutral
568148652352544769,crap channel pay watch,negative
568146157534367744,get set thank,positive
568144330268868608,channel year,neutral
568142526110019584,thing see passbook virgin mobile mexico integrate,neutral
568140092453179394,giant virgin america match make heaven,positive
568140010458894338,thank goodness also see friday nwkgtsf boom,positive
568136946016522240,come iphone app still use make waste paper,negative
568132935037132800,back seat entertainment system accept credit card apostrophe surname,negative
568132204712370178,use lga slot instead today add aus make less likely,negative
568122723915862016,help step game,neutral
568120102660341760,luv people product thing charge herbal tea black tea caffeine drinker,positive
568119079371997186,thank see soon excited see expansion destination spread wing,positive
568114097142652928,announce new nonstop connect amp intro,neutral
568104519633993728,add austindallas love field route,neutral
568104264733573122,sad learn long fly sfo phl hope return,negative
568101393111891968,tweet cancel flightchng fee flight rebook one affiliate afiliate,neutral
568100257931747328,incredible customer service ever experience refreshing,positive
568100090390425600,see virginamerica come philadelphia phl,neutral
568095440517754881,dream really open route dallas austin mean houston might next,positive
568093957080551424,omg finally,positive
568088472772157440,start xweekly flight     apr,neutral
568086068328681473,nice see expand texas forget would love see flight,neutral
568083179023650818,kinda suck earphone jack work flight may want look future passenger,negative
568079278505463808,poor experience first computer problem seat malfunction stick miss meeting san diego,negative
568068513224654848,battle route via,neutral
568068214325784576,dalaus route make day,positive
568064123621093377,awesome deal dalau way,positive
568061922265804802,miss san jose,neutral
568059129601724416,love take backyard consumer win biz compete,positive
568058610296565760,fly love austin excellent news,positive
568054702635483136,make every plane austin one get nerd love,neutral
568053134439788546,please add frequency pdx portland,neutral
568050777744379904,congrat new route,positive
568017135236022273,try offer charge additional new ticket strand thur time last time,negative
568011935347838977,help flight get old battle cancer need treatment     ,neutral
567972416846217216,never bad experience one take cake extortion carry item well,negative
567972174398689280,spend hour worry item carryon would brokenstolen since could carry plane lock bag,negative
567971836321009664,group tell room bin get plane room least bag row,negative
567971610801664000,thank make flight lax jfk nightmare force check carry bag gate,negative
567946319349706753,lot flight book site work phone wait minute,negative
567908796917420032,flight artisanal cheese wine pair,positive
567899492885745664,virgin america fly direct seattle nyc boston,neutral
567893201719156736,classy,positive
567873698679623680,sure lot jfklhr flight lot fast mph strong tailwind,positive
567858317831249920,tminus minute elevate silver upgrade window open,positive
567855171335626752,save tomorrow,neutral
567849520781893632,take year fly home dallas get shit together,negative
567849200295124992,club virgin bump new york,neutral
567846970141716481,would rough trip luckily flight,positive
567845726220357632,,neutral
567845203014377472,please come minneapolis paul,neutral
567829051559186432,yes fyi bff,neutral
567828603976597504,another perfect flight come plane sun visor stay carrier make raise,positive
567823564167192576,nice man steel might fast wifi say,positive
567814795895787520,love dancing little richard cool bean,positive
567813046811525120,use passbook still love though ill use email future,positive
567812402764374016,thank free birthday point right,positive
567811428779868160,application io look see virgin mexico,neutral
567810209088847873,man steel fly city thoughand frequency,negative
567807967706488832,thank much share add site,positive
567807640660619267,good point,neutral
567807288192290816,hear virgin mobile hotspot,neutral
567807278964023296,get cheese plate flight,neutral
567806905617281024,flight,neutral
567806884191944705,dad segway good part whole infographic,positive
567806872410161152,plan short haul airline europe would defiantly fly guy,positive
567806467974365184,wifi well seat,positive
567796863467839488,come abc one network channel,neutral
567792185832394752,start flight scolding use overhead bin offer person seat next,negative
567787873778278400,great return call day could ask,positive
567786760287096832,airline cancel flight flight bo help customer get home virgin say good luck,negative
567786199415136256,dear virgin customer strand day amp cost well least accommodate,neutral
567785481161953280,use next airline commercial lol,neutral
567785191901376512,group virgin other bos weather expose actual cus serv model never flight booking problem virgin,negative
567783687980367872,one traveler affect boston storm shocked virgin complete apathy toward customer,negative
567772685472915456,umm reason someone different contact contact get definitive answer,negative
567770107062284288,try make change advance hour priortrie online early want change fee,negative
567769981128282113,loyal drive fly virgin since cut flight,positive
567767269120688128,way change main cabin main cabin select flight without pay change fee penalty,neutral
567762071258152960,guy perfect always,positive
567759012806029312,thank good customer service leave industry,positive
567755402943930368,give silver status month,neutral
567753757702647810,really wish fly fare amazing,positive
567748973910163457,mood light point recline seat kickin foot,negative
567745903474540545,flight schedule departure still say time plane gate update long delay,negative
567744381432516608,group get cancel flightlation fee waive ticket book rep help either,negative
567742937325260801,sign bonus enroll elevate,neutral
567742578561650688,get newark home folk ewr incredible,positive
567742148603170816,morning question regard elevate point amp flight,neutral
567735941846937600,still wait see    ,neutral
567728227465310208,wonder guy recieve able potentially respond asap,neutral
567727292739092480,fly lax sfo look awesome movie lineup actually wish long haul,positive
567726092518031360,book town fare way restr,neutral
570307876897628160,thank,positive
570307847281614848,thank take care happy customer,positive
570307109704900608,still refund word via please resolve issue cancel flightle flight useless assistant trip,negative
570307026263384064,delay due lack crew delay long line deicing still need improve service,negative
570306733010264064,thank fill luck common,positive
570306217001799680,eriord express connection hugely popular could eriewr hop,negative
570305603056349184,even international flight glasgow orlando newark min,neutral
570304912468402177,think board flight early think,negative
570302375510056960,understand tough way get airport serious risk accident steep price,neutral
570302023993831425,gate agent hook alternate flight way prevent constant issue would rock,negative
570301670892146688,fly glamco week long airport departure international domestic,neutral
570299889688702976,thank,positive
570299819610251265,thank ticket,positive
570299388670701568,law policy,neutral
570299182310944768,worst nonrefundable first class ticket select globalfc system auto select economy wupgrade,negative
570298918971576320,buy tix day flight transfer tix flawed security logic flaw customer service,negative
570298455068971008,start claim week unrealistic really suppose long car seat childridiculous,negative
570298411582394368,follow please airline beautifull,positive
570298027103162368,sure united info system,neutral
570298018685165568,car seat lose reimburse new one pair shoe necessity child,negative
570297970891075584,submit response link send,neutral
570296556852789250,yes david allan send email number kmmvlkm case,neutral
570295795985080320,totally suck cousin work phl say,negative
570294743684517888,want let know wonderful rosetta gate agent work flight dan ase let know wasappreciate,positive
570294445020733440,yes paper voucher get january,neutral
570294205999939584,beginning feb call united say would send another voucher mail never get anything,negative
570293957739081728,internet great thing email executive company maybe respond timely manner,negative
570293265221742594,need use chase united club pass old son come pass,neutral
570291866530398208,suppose number,neutral
570291813912858625,weak see hey,negative
570291642550386689,fly back company since united early flight,negative
570291492545298432,lose voucher give miami aeroport jan use,neutral
570291213007491076,try book award september need flight show even many award seat availab,negative
570290993339244547,sure drive total hour get bag like explain debacle one want talk,negative
570290540274688001,gee like almost care ppl think int trust adult daughter,neutral
570289777184002048,see tell repeatedly pilot late flight keep get late flightr board defibrillator issue,negative
570289557205327873,preferred security line anymore tsa precheck pull partner flight,negative
570288349392605186,airport need indicate different gate terminal aampc,negative
570286924277030912,yes please newly married try update last name preexist international flight seem easy,negative
570286882623369217,united refuse reissue lose voucher plane take due mechanic,negative
570286565894828032,also run instruct shatter computer,negative
570286100637466624,yes agent last minute one agent rude thankfully ladan nice,negative
570285610176532480,right overnight miami,neutral
570285578563891200,client layover iah day claim amp recheck luggage take care,neutral
570285537833168896,try find loaner seat new use used car seat illegal accord safety regulation,neutral
570285115655348226,dme detail,neutral
570284934771974144,iah charlotte baggage claim rep latrice non existent ignore customer inappropriately touch customer,negative
570284312697765888,kewl also let know overhead bin row inop love good abbreve,neutral
570283712409051136,thank helpgot need issue guess sit awhile long,positive
570283571941924864,    would love respond website see really long form business new seat bad,negative
570283453750489088,refund flight voucher another flight different airline expense today hour drive inconvenient,negative
570282089863626752,receive call back daysit infant car seat suppose anywhere child,negative
570282087065919488,thank concern contact customer care upon return australia,neutral
570280548922499073,well sit ground time wait gateagain,negative
570279720937529345,airport snow removal method keep good work folk cessna become,positive
570278024303775745,need guy book plane concern ill travel someone else move forward,negative
